id,league_name,home_team,away_team,event_time,bet_type,selection,handicap,odds,estimated_roi,result,profit,actual_result,sent_at
2250,TT Elite Series,Artur Daniel,Bartosz Czerwinski,2025-09-04 11:05:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-04 08:20:05
2251,TT Elite Series,Adrian Spychala,Lukasz Jarocki,2025-09-04 11:30:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-04 08:20:05
2252,TT Elite Series,Marcin Jadczyk,Mateusz Golebiowski,2025-09-04 11:35:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-04 08:20:05
2253,TT Elite Series,Tomasz Filbrandt,Artur Daniel,2025-09-04 11:55:00,To Win,Home,,2.25,57.49999999999999,,,,2025-09-04 08:20:05
2254,TT Elite Series,Tomasz Filbrandt,Artur Daniel,2025-09-04 11:55:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-04 08:20:05
2255,TT Elite Series,Petr David,Artur Grela,2025-09-04 12:00:00,To Win,Away,,2.62,51.959999999999994,,,,2025-09-04 08:20:05
2257,TT Elite Series,Adrian Spychala,Artur Daniel,2025-09-04 12:45:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-04 08:20:05
2258,TT Elite Series,Jakub Kosowski,Petr David,2025-09-04 12:50:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-04 08:20:05
2262,TT Elite Series,Artur Daniel,Lukasz Jarocki,2025-09-04 14:25:00,To Win,Away,,1.83,31.759999999999998,,,,2025-09-04 08:20:05
2265,TT Elite Series,Tomasz Filbrandt,Bartosz Czerwinski,2025-09-04 14:45:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-04 08:20:05
2267,TT Elite Series,Petr David,Mateusz Golebiowski,2025-09-04 15:10:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-04 08:20:05
2484,TT Elite Series,Adrian Spychala,Bartosz Czerwinski,2025-09-05 08:20:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-05 08:19:33
2485,TT Elite Series,Maciej Nowalinski,Artur Daniel,2025-09-05 08:45:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-05 08:19:33
2486,TT Elite Series,Kacper Petas,Maksymilian Miastowski,2025-09-05 08:50:00,To Win,Away,,2.0,39.99999999999999,,,,2025-09-05 08:19:33
2487,TT Elite Series,Miroslav Sklensky,Szymon Kolasa,2025-09-05 09:05:00,To Win,Away,,1.8,25.99999999999999,,,,2025-09-05 08:19:33
2488,TT Elite Series,Josef Braun,Artur Grela,2025-09-05 09:10:00,To Win,Away,,2.0,19.999999999999996,,,,2025-09-05 08:19:33
2489,TT Elite Series,Maciej Nowalinski,Karol Strowski,2025-09-05 09:30:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-05 08:19:33
2490,TT Elite Series,Michal Krzyzanowski,Artur Daniel,2025-09-05 09:55:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-05 08:19:33
2491,TT Elite Series,Miroslav Sklensky,Maciej Nowalinski,2025-09-05 10:20:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-05 08:19:33
2492,TT Elite Series,Artur Daniel,Szymon Kolasa,2025-09-05 10:40:00,Total,Under U 74.5,74.5,1.83,28.09999999999999,,,,2025-09-05 08:19:33
2493,TT Elite Series,Michal Krzyzanowski,Karol Strowski,2025-09-05 11:05:00,Total,Under U 71.5,71.5,1.83,83.0,,,,2025-09-05 08:19:33
2495,TT Elite Series,Michal Murawski,Maksymilian Miastowski,2025-09-05 11:35:00,To Win,Away,,1.9,32.999999999999986,,,,2025-09-05 08:19:33
2497,TT Elite Series,Miroslav Sklensky,Michal Krzyzanowski,2025-09-05 11:55:00,Total,Under U 72.5,72.5,1.83,28.09999999999999,,,,2025-09-05 08:19:33
2498,TT Elite Series,Artur Grela,Kacper Petas,2025-09-05 12:00:00,To Win,Home,,2.1,19.699999999999996,,,,2025-09-05 08:19:33
2499,TT Elite Series,Artur Daniel,Karol Strowski,2025-09-05 12:20:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-05 08:19:33
2500,TT Elite Series,Maciej Nowalinski,Michal Krzyzanowski,2025-09-05 12:45:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-05 08:19:33
2501,TT Elite Series,Miroslav Sklensky,Artur Daniel,2025-09-05 13:10:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-05 08:19:33
2503,TT Elite Series,Karol Strowski,Szymon Kolasa,2025-09-05 13:35:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-05 08:19:33
2505,TT Elite Series,Josef Braun,Michal Murawski,2025-09-05 14:05:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-05 08:19:33
2506,TT Elite Series,Artur Grela,Maksymilian Miastowski,2025-09-05 15:10:00,To Win,Away,,2.25,57.49999999999999,,,,2025-09-05 08:19:33
2507,TT Elite Series,Josef Braun,Kacper Petas,2025-09-05 15:35:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-05 08:19:33
2711,TT Elite Series,Maciej Nowalinski,Mateusz Golebiowski,2025-09-06 08:25:00,Total,Under U 72.5,72.5,1.83,46.40000000000002,,,,2025-09-06 08:17:31
2713,TT Elite Series,Maksymilian Miastowski,Marcin Jadczyk,2025-09-06 08:50:00,To Win,Home,,2.37,35.089999999999996,,,,2025-09-06 08:17:31
2714,TT Elite Series,Adam Linek,Frantisek Krcil,2025-09-06 09:05:00,To Win,Home,,3.25,94.99999999999999,,,,2025-09-06 08:17:31
2716,TT Elite Series,Grzegorz Poliniewicz,Szymon Twardowski,2025-09-06 09:30:00,Total,Under U 75.5,75.5,1.83,52.500000000000014,,,,2025-09-06 08:17:31
2717,TT Elite Series,Artur Daniel,Maciej Nowalinski,2025-09-06 09:35:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-06 08:17:31
2718,TT Elite Series,Adam Linek,Grzegorz Poliniewicz,2025-09-06 10:20:00,To Win,Home,,3.4,104.0,,,,2025-09-06 08:17:31
2719,TT Elite Series,Krzysztof Niemiec,Frantisek Krcil,2025-09-06 10:40:00,To Win,Home,,2.75,83.3333333333333,,,,2025-09-06 08:17:31
2721,TT Elite Series,Jakub Krawczyk,Szymon Twardowski,2025-09-06 11:05:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-06 08:17:31
2722,TT Elite Series,Kacper Petas,Artur Daniel,2025-09-06 11:10:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-06 08:17:31
2723,TT Elite Series,Grzegorz Poliniewicz,Frantisek Krcil,2025-09-06 11:30:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-06 08:17:31
2725,TT Elite Series,Maciej Nowalinski,Maksymilian Miastowski,2025-09-06 12:00:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-06 08:17:31
2728,TT Elite Series,Artur Daniel,Szymon Kolasa,2025-09-06 12:25:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-06 08:17:31
2729,TT Elite Series,Grzegorz Poliniewicz,Jakub Krawczyk,2025-09-06 12:45:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-06 08:17:31
2730,TT Elite Series,Adam Linek,Krzysztof Niemiec,2025-09-06 13:10:00,To Win,Home,,2.25,35.0,,,,2025-09-06 08:17:31
2732,TT Elite Series,Marcin Jadczyk,Maksymilian Miastowski,2025-09-06 13:15:00,To Win,Away,,2.37,35.089999999999996,,,,2025-09-06 08:17:31
2733,TT Elite Series,Szymon Twardowski,Frantisek Krcil,2025-09-06 13:35:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-06 08:17:31
2734,TT Elite Series,Grzegorz Poliniewicz,Krzysztof Niemiec,2025-09-06 14:00:00,To Win,Away,,2.5,54.16666666666662,,,,2025-09-06 08:17:31
2737,TT Elite Series,Maksymilian Miastowski,Szymon Kolasa,2025-09-06 14:30:00,To Win,Home,,2.1,51.2,,,,2025-09-06 08:17:31
2739,TT Elite Series,Adam Linek,Szymon Twardowski,2025-09-06 14:45:00,To Win,Home,,3.0,80.0,,,,2025-09-06 08:17:31
2742,TT Elite Series,Maciej Nowalinski,Szymon Kolasa,2025-09-06 15:10:00,Total,Under U 74.5,74.5,1.9,42.49999999999999,,,,2025-09-06 08:17:31
2944,TT Elite Series,Bartlomiej Mleczko,Piotr Maruszak,2025-09-07 08:20:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-07 08:17:40
2945,TT Elite Series,Michal Murawski,Mateusz Golebiowski,2025-09-07 09:10:00,Total,Under U 68.5,68.5,1.83,28.09999999999999,,,,2025-09-07 08:17:40
2946,TT Elite Series,Marcin Marchlewski,Adrian Eliasz,2025-09-07 09:30:00,To Win,Away,,2.5,49.999999999999986,,,,2025-09-07 08:17:40
2947,TT Elite Series,Michal Murawski,Maksymilian Miastowski,2025-09-07 10:00:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-07 08:17:40
2948,TT Elite Series,Bartlomiej Mleczko,Marcin Marchlewski,2025-09-07 10:20:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-07 08:17:40
2949,TT Elite Series,Szymon Kolasa,Grzegorz Adamiak,2025-09-07 10:25:00,Total,Under U 74.5,74.5,1.83,18.95000000000001,,,,2025-09-07 08:17:40
2950,TT Elite Series,Mariusz Zwolinski,Adrian Eliasz,2025-09-07 11:05:00,Total,Over O 72.5,72.5,1.83,21.999999999999996,,,,2025-09-07 08:17:40
2951,TT Elite Series,Krzysztof Niemiec,Adrian Eliasz,2025-09-07 12:20:00,To Win,Away,,2.25,35.0,,,,2025-09-07 08:17:40
2952,TT Elite Series,Szymon Kolasa,Maksymilian Miastowski,2025-09-07 12:25:00,Total,Under U 75.5,75.5,1.83,18.95000000000001,,,,2025-09-07 08:17:40
2953,TT Elite Series,Michal Murawski,Kacper Petas,2025-09-07 12:50:00,Total,Under U 75.5,75.5,1.83,18.95000000000001,,,,2025-09-07 08:17:40
2954,TT Elite Series,Bartlomiej Mleczko,Krzysztof Niemiec,2025-09-07 13:10:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-07 08:17:40
2955,TT Elite Series,Adrian Eliasz,Artur Szoltysek,2025-09-07 13:35:00,Total,Over O 70.5,70.5,1.83,21.999999999999996,,,,2025-09-07 08:17:40
2956,TT Elite Series,Marcin Marchlewski,Krzysztof Niemiec,2025-09-07 14:00:00,To Win,Home,,1.83,18.94999999999999,,,,2025-09-07 08:17:40
2957,TT Elite Series,Marcin Marchlewski,Krzysztof Niemiec,2025-09-07 14:00:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-07 08:17:40
2958,TT Elite Series,Bartlomiej Mleczko,Mateusz Misiak,2025-09-07 15:30:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-07 08:17:40
2959,TT Elite Series,Michal Murawski,Grzegorz Adamiak,2025-09-07 15:35:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-07 08:17:40
2960,TT Elite Series,Milosz Piecowski,Adrian Eliasz,2025-09-07 15:55:00,Total,Over O 74.5,74.5,1.83,18.95000000000001,,,,2025-09-07 08:17:40
2961,TT Elite Series,Adrian Eliasz,Kamil Rudomina,2025-09-07 16:40:00,To Win,Home,,1.83,31.759999999999998,,,,2025-09-07 08:17:40
3106,TT Elite Series,Dawid Michna,Krystian Kolodziej,2025-09-07 16:45:00,To Win,Home,,2.0,57.999999999999986,,,,2025-09-07 14:13:37
3122,TT Elite Series,Krzysztof Wloczko,Krystian Kolodziej,2025-09-07 20:40:00,To Win,Away,,2.1,68.00000000000001,,,,2025-09-07 14:13:37
3202,TT Elite Series,Simon Belik,Michal Murawski,2025-09-08 08:25:00,Total,Under U 72.5,72.5,1.83,28.09999999999999,,,,2025-09-08 08:22:19
3203,TT Elite Series,Bartosz Czerwinski,Marcin Balcerzak,2025-09-08 08:45:00,Total,Under U 74.5,74.5,1.83,73.85,,,,2025-09-08 08:22:19
3204,TT Elite Series,Kacper Petas,Mateusz Golebiowski,2025-09-08 08:50:00,Total,Under U 73.5,73.5,1.83,37.25000000000001,,,,2025-09-08 08:22:19
3206,TT Elite Series,Dawid Michna,Michal Murawski,2025-09-08 09:10:00,Total,Under U 74.5,74.5,1.83,28.09999999999999,,,,2025-09-08 08:22:19
3207,TT Elite Series,Bartosz Czerwinski,Krzysztof Kapik,2025-09-08 09:30:00,To Win,Away,,2.0,29.999999999999982,,,,2025-09-08 08:22:19
3209,TT Elite Series,Petr David,Simon Belik,2025-09-08 09:35:00,To Win,Away,,4.5,35.00000000000001,,,,2025-09-08 08:22:19
3210,TT Elite Series,Jakub Witkowski,Marcin Balcerzak,2025-09-08 09:55:00,Total,Under U 74.5,74.5,1.83,37.25000000000001,,,,2025-09-08 08:22:19
3211,TT Elite Series,Miroslav Sklensky,Bartosz Czerwinski,2025-09-08 10:20:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-08 08:22:19
3212,TT Elite Series,Simon Belik,Adrian Wiecek,2025-09-08 10:45:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-08 08:22:19
3214,TT Elite Series,Mateusz Golebiowski,Petr David,2025-09-08 11:10:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-08 08:22:19
3215,TT Elite Series,Bartosz Czerwinski,Maciej Domin,2025-09-08 11:30:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-08 08:22:19
3216,TT Elite Series,Adrian Wiecek,Michal Murawski,2025-09-08 11:35:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-08 08:22:19
3220,TT Elite Series,Petr David,Michal Murawski,2025-09-08 12:25:00,Total,Under U 71.5,71.5,1.83,37.25000000000001,,,,2025-09-08 08:22:19
3222,TT Elite Series,Adrian Wiecek,Dawid Michna,2025-09-08 13:15:00,To Win,Away,,2.37,33.904999999999994,,,,2025-09-08 08:22:19
3223,TT Elite Series,Adrian Wiecek,Dawid Michna,2025-09-08 13:15:00,Total,Under U 74.5,74.5,1.83,37.25000000000001,,,,2025-09-08 08:22:19
3224,TT Elite Series,Mateusz Golebiowski,Adrian Wiecek,2025-09-08 14:05:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-08 08:22:19
3226,TT Elite Series,Petr David,Adrian Wiecek,2025-09-08 14:50:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-08 08:22:19
3228,TT Elite Series,Adrian Wiecek,Mateusz Ufnal,2025-09-08 15:30:00,Total,Under U 73.5,73.5,1.83,46.40000000000002,,,,2025-09-08 08:22:19
3229,TT Elite Series,Mateusz Golebiowski,Dawid Michna,2025-09-08 15:35:00,To Win,Away,,3.25,98.24999999999994,,,,2025-09-08 08:22:19
3230,TT Elite Series,Mateusz Golebiowski,Dawid Michna,2025-09-08 15:35:00,Total,Under U 72.5,72.5,1.83,37.25000000000001,,,,2025-09-08 08:22:19
3457,TT Elite Series,Karol Strowski,Maciej Domin,2025-09-09 09:05:00,Total,Under U 73.5,73.5,1.83,64.70000000000002,,,,2025-09-09 08:21:33
3459,TT Elite Series,Dawid Michna,Martin Olejnik,2025-09-09 09:35:00,To Win,Home,,2.75,62.24999999999999,,,,2025-09-09 08:21:33
3462,TT Elite Series,Karol Strowski,Michal Malachowski,2025-09-09 10:20:00,Total,Under U 73.5,73.5,1.83,73.85,,,,2025-09-09 08:21:33
3509,TT Elite Series,Michal Malachowski,Maciej Domin,2025-09-09 11:30:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-09 08:21:33
3474,TT Elite Series,Dawid Michna,Jakub Folwarski,2025-09-09 13:40:00,To Win,Home,,3.25,156.75,,,,2025-09-09 08:21:33
3478,TT Elite Series,Karol Strowski,Frantisek Krcil,2025-09-09 14:45:00,Total,Under U 70.5,70.5,1.83,64.70000000000002,,,,2025-09-09 08:21:33
3480,TT Elite Series,Karol Strowski,Mateusz Ufnal,2025-09-09 15:30:00,To Win,Away,,4.0,100.0,,,,2025-09-09 08:21:33
3510,TT Elite Series,Stanislaw Wnek,Wojciech Urban,2025-09-09 16:00:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-09 08:21:33
3512,TT Elite Series,Bartlomiej Wisniewski,Jaroslaw Rolak,2025-09-09 16:25:00,To Win,Home,,2.2,68.66666666666664,,,,2025-09-09 08:21:33
3516,TT Elite Series,Karol Strowski,Milosz Sawczak Jnr,2025-09-09 17:25:00,To Win,Away,,2.5,74.99999999999997,,,,2025-09-09 08:21:33
3525,TT Elite Series,Bartlomiej Wisniewski,Adam Kasperski,2025-09-09 19:30:00,To Win,Away,,4.5,125.0,,,,2025-09-09 08:21:33
3528,TT Elite Series,Stanislaw Wnek,Piotr Strus,2025-09-09 19:50:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-09 08:21:33
3536,TT Elite Series,Bartlomiej Wisniewski,Jaroslaw Rolak,2025-09-09 23:05:00,To Win,Home,,2.2,68.66666666666664,1.0,1.2000000000000002,Bartlomiej Wisniewski,2025-09-09 08:21:33
3537,TT Elite Series,Adam Kasperski,Bartlomiej Wisniewski,2025-09-09 23:55:00,To Win,Home,,4.5,125.0,0.0,-1.0,Bartlomiej Wisniewski,2025-09-09 08:21:33
3545,TT Elite Series,Maciej Domin,Marcin Balcerzak,2025-09-10 05:45:00,To Win,Away,,2.75,59.499999999999986,1.0,1.75,Marcin Balcerzak,2025-09-09 08:21:33
3722,TT Elite Series,Maciej Domin,Michal Malachowski,2025-09-10 08:45:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-10 08:20:49
3548,TT Elite Series,Karol Strowski,Krzysztof Wloczko,2025-09-10 09:05:00,To Win,Away,,2.0,57.999999999999986,,,,2025-09-10 08:20:49
3549,TT Elite Series,Jakub Folwarski,Adrian Wiecek,2025-09-10 09:10:00,To Win,Away,,2.5,27.500000000000004,,,,2025-09-10 08:20:49
3550,TT Elite Series,Marcin Jadczyk,Krzysztof Kapik,2025-09-10 10:45:00,To Win,Away,,3.5,40.0,,,,2025-09-10 08:20:49
3551,TT Elite Series,Lukasz Jarocki,Marcin Balcerzak,2025-09-10 11:05:00,To Win,Away,,3.5,102.99999999999999,,,,2025-09-09 08:21:33
3552,TT Elite Series,Maciej Domin,Krzysztof Wloczko,2025-09-10 11:30:00,To Win,Away,,1.5,18.49999999999999,,,,2025-09-10 08:20:49
3553,TT Elite Series,Krzysztof Kapik,Adrian Wiecek,2025-09-10 11:35:00,To Win,Home,,3.5,40.0,,,,2025-09-10 08:20:49
3554,TT Elite Series,Krzysztof Kapik,Jakub Folwarski,2025-09-10 13:15:00,To Win,Home,,5.0,100.0,,,,2025-09-09 08:21:33
3555,TT Elite Series,Marcin Balcerzak,Krzysztof Wloczko,2025-09-10 13:35:00,To Win,Home,,4.33,53.715,,,,2025-09-10 08:20:49
3556,TT Elite Series,Karol Strowski,Marcin Balcerzak,2025-09-10 14:45:00,To Win,Away,,6.0,68.0,,,,2025-09-09 08:21:33
3557,TT Elite Series,Mateusz Golebiowski,Krzysztof Kapik,2025-09-10 14:50:00,To Win,Away,,5.0,100.0,,,,2025-09-09 08:21:33
3558,TT Elite Series,Milosz Sawczak Jnr,Lukasz Jarocki,2025-09-10 15:05:00,To Win,Home,,1.9,32.999999999999986,,,,2025-09-10 08:20:49
3559,TT Elite Series,Karol Strowski,Mateusz Ufnal,2025-09-10 15:30:00,To Win,Away,,4.0,60.00000000000002,,,,2025-09-09 08:21:33
3560,TT Elite Series,Krystian Kolodziej,Krzysztof Kapik,2025-09-10 15:55:00,To Win,Home,,2.0,35.999999999999986,,,,2025-09-10 08:20:49
3744,TT Elite Series,Milosz Sawczak Jnr,Karol Strowski,2025-09-10 16:20:00,To Win,Home,,2.25,35.0,,,,2025-09-10 08:20:49
3745,TT Elite Series,Krystian Kolodziej,Mateusz Ufnal,2025-09-10 17:00:00,To Win,Home,,1.66,17.859999999999985,,,,2025-09-10 08:20:49
3746,TT Elite Series,Milosz Sawczak Jnr,Krystian Kolodziej,2025-09-10 17:50:00,To Win,Away,,1.8,41.29999999999999,,,,2025-09-10 08:20:49
3747,TT Elite Series,Mateusz Trela,Marcin Kowalczyk,2025-09-10 17:55:00,To Win,Away,,4.33,73.2,,,,2025-09-10 08:20:49
3748,TT Elite Series,Karol Strowski,Krystian Kolodziej,2025-09-10 18:35:00,To Win,Away,,1.9,52.0,,,,2025-09-10 08:20:49
3749,TT Elite Series,Milosz Sawczak Jnr,Krzysztof Kapik,2025-09-10 19:00:00,To Win,Home,,1.72,23.839999999999996,,,,2025-09-10 08:20:49
3750,TT Elite Series,Karol Strowski,Krzysztof Kapik,2025-09-10 19:45:00,To Win,Away,,2.75,37.5,,,,2025-09-10 08:20:49
3751,TT Elite Series,Krystian Kolodziej,Lukasz Jarocki,2025-09-10 20:10:00,To Win,Home,,2.1,68.00000000000001,,,,2025-09-10 08:20:49
3752,TT Elite Series,Milosz Sawczak Jnr,Mateusz Ufnal,2025-09-10 20:35:00,To Win,Away,,2.37,18.500000000000007,,,,2025-09-10 08:20:49
3753,TT Elite Series,Milosz Sawczak Jnr,Przemyslaw Perzynski,2025-09-10 21:50:00,To Win,Away,,2.5,25.0,,,,2025-09-10 08:20:49
3754,TT Elite Series,Przemyslaw Perzynski,Krystian Kolodziej,2025-09-10 23:00:00,To Win,Home,,2.5,25.0,,,,2025-09-10 08:20:49
