league_name,home_team,away_team,selection,odds,result
Setka Cup,Oleksandr Zhyrnov,Daniil Habrelyan,Over O 75.5,1.83,
Setka Cup,Oleh Kuzyshyn,Oleksandr Alieksieev,Over O 76.5,1.83,
Setka Cup,Serhii Berezynskyi,Yaroslav Kravets,Under U 78.5,1.83,
Setka Cup,Serhii Semenets,Vladyslav Stukalov,Over O 74.5,1.83,
Setka Cup,Petr Semrad,Pavel Hala,Over O 77.5,1.83,
Setka Cup,Andrii Lushchyk,Artem Kasyanov,Over O 74.5,1.83,
Setka Cup,Adam Dvoracek,Karel Polak,Under U 74.5,1.83,
Setka Cup,Oleh Volynets,Serhii Kyienko,Under U 76.5,1.83,
Setka Cup,Oleksandr Shyshman,Dmytro Patalakha,Under U 75.5,1.83,
Setka Cup,Josef Hanacek,Adam Dvoracek,Under U 75.5,1.83,
Setka Cup,Oleh Ponomarenko,Vladyslav Stukalov,Over O 75.5,1.83,
Setka Cup,Roman Boklah,Oleksandr Kolos,Over O 73.5,1.83,
Setka Cup,Ruslan Novak,Taras Gil,Under U 76.5,1.83,
Setka Cup,Eduard Populovskyi,Dmytro Patalakha,Under U 77.5,1.83,
Setka Cup,Anatolii Nikolenko,Vasil Salivonchyk,Under U 78.5,1.83,
Setka Cup,Ihor Serdiuk,Serhii Priadko,Under U 75.5,1.83,
Setka Cup,Volodymyr Kuzmych,Yurii Parahailo,Over O 77.5,1.83,
Setka Cup,Jakub Dufek Jnr,Milan Cuba,Under U 73.5,1.83,
Setka Cup,Pavel Plakushchyi,Oleg Gavryshko,Under U 75.5,1.83,
Setka Cup,Viktor Ziakun,Serhii Priadko,Under U 75.5,1.83,
Setka Cup,Yurii Zvolynskyi,Anatoliy Lysyi,Under U 75.5,1.83,
Setka Cup,Mykola Slozka,Taras Gil,Under U 76.5,1.83,
Setka Cup,Oleh Ponomarenko,Volodymyr Varchenko,Over O 73.5,1.83,
Setka Cup,Oleksandr Dukhovenko,Artem Chepurnyi,Under U 75.5,1.83,
Setka Cup,Jakub Dufek Jnr,Artur Akopyan,Under U 74.5,1.83,
Setka Cup,Volodymyr Kuzmych,Oles Kotsyumbas,Over O 77.5,1.83,
Setka Cup,Martin Vorel,Karel Farsky,Over O 75.5,1.83,
Setka Cup,Serhii Honcharenko,Anatoliy Lysyi,Under U 72.5,1.83,
Setka Cup,Oleh Ponomarenko,Serhii Semenets,Over O 74.5,1.83,
Setka Cup,Stefan Yakimenko,Kostiantyn Klymenko,Under U 77.5,1.83,
Setka Cup,Viktor Ziakun,Ihor Serdiuk,Under U 74.5,1.83,
Setka Cup,Serhii Solomko,Oleksandr Leonenko,Under U 77.5,1.83,
Setka Cup,Pavel Plakushchyi,Oleksandr Dukhovenko,Under U 73.5,1.9,
Setka Cup,Oleksandr Leonenko,Oleksandr Osadchyi,Under U 78.5,1.83,
Setka Cup,Oleksandr Dukhovenko,Oleg Gavryshko,Under U 76.5,1.8,
Setka Cup,Volodymyr Kuzmych,Mykola Slozka,Over O 76.5,1.83,
Setka Cup,Stefan Yakimenko,Serhii Solomko,Under U 76.5,1.83,
Setka Cup,Pavel Plakushchyi,Serhii Chelpanov,Under U 76.5,1.83,
Setka Cup,Tadeas Bertho,Stepan Kalensky,Over O 77.5,1.83,
Setka Cup,Yurii Parahailo,Taras Gil,Under U 76.5,1.83,
Setka Cup,Oleksii Hrymovskyi,Oleksandr Dukhovenko,Under U 74.5,1.83,
Setka Cup,Ruslan Novak,Volodymyr Kuzmych,Over O 74.5,1.8,
Setka Cup,Serhii Solomko,Kostiantyn Klymenko,Under U 76.5,1.83,
Setka Cup,Oles Kotsyumbas,Taras Gil,Under U 76.5,1.83,
Setka Cup,Jan Krojidlo,Stepan Kalensky,Over O 77.5,1.83,
Setka Cup,Kostiantyn Klymenko,Oleksandr Osadchyi,Under U 77.5,1.83,
Setka Cup,Yaroslav Vorsuliak,Mykhailo Potapov,Under U 77.5,1.83,
Setka Cup,Yaroslav Tebenko,Ivan Pytsko,Under U 77.5,1.83,
Setka Cup,Dmytro Shchegelskyi,Yaroslav Vorsuliak,Under U 77.5,1.83,
Setka Cup,Oleksandr Leonenko,Kostiantyn Klymenko,Under U 75.5,1.83,
Setka Cup,Oleksandr Naida,Vitalii Khamurda,Under U 75.5,1.83,
Setka Cup,Yaroslav Vorsuliak,Ivan Pytsko,Under U 75.5,1.83,
Setka Cup,Yaroslav Tebenko,Yaroslav Vorsuliak,Under U 77.5,1.83,
Setka Cup,Mykhailo Potapov,Ivan Pytsko,Under U 78.5,1.83,
Setka Cup,Dmytro Rehotun,Oleksandr Naida,Under U 75.5,1.83,
